500,analytics,android,app,basketball,berlin,church,code,data,di,english,fans,far,france,francisco,game,gay,god,google,got,holiday,just,love,man,mashable,miss,mom,mt,nfl,nice,obama,omg,online,playlist,pm,problem,published,reading,report,running,seo,software,startup,susan,sustainability,test,things,wine,women,yahoo,author
0.015549395484678572,0.0,0.012107433322430873,0.05921447190065926,0.0,0.0,0.009609765819324309,0.0,0.02897981816120707,0.005374314453328579,0.003930558543314998,0.007475188072647544,0.0,0.0,0.0,0.005208638227048054,0.0,0.0,0.014697057987306906,0.0116517759150979,0.06570786549823839,0.03551378646289955,0.010699172108474812,0.010608901773471437,0.0,0.00281973675717425,0.019949562620734714,0.0,0.0,0.002538114994800702,0.011212782108971316,0.004250195370806021,0.07982498013631112,0.0,0.026380560228914638,0.04993995910955605,0.0,0.0,0.09450240075677258,0.0060795002350044714,0.0,0.00377716117827736,0.0,0.0,0.0,0.0,0.0204135679909443,0.004035811107476957,0.0086699858479691,0.003974881032328655,0
0.0,0.0,0.0,0.0,0.0,0.0,0.00473948130886793,0.0,0.005717071949172209,0.0,0.0,0.0,0.0,0.0,0.0,0.005137740916039304,0.0,0.0,0.002416168195833896,0.0045972711679341995,0.009259069106799987,0.019461328346439943,0.014774956654429709,0.0,0.017272618563308726,0.002781355947234705,0.0,0.008419512052982256,0.0,0.0,0.0,0.0,0.02147412094491043,0.0,0.0,0.005473355778912365,0.0,0.0,0.02405576324299126,0.0,0.0,0.007451496796739149,0.003996241335539272,0.0,0.0,0.0,0.046983320947725615,0.0,0.03420789779660894,0.0,0
0.003689231601987934,0.0,0.0,0.002676029936753328,0.005538591553545739,0.0,0.0,0.003243133238820626,0.0,0.0,0.018651195547440408,0.007094217931645762,0.0026543954493168037,0.0,0.0,0.0024715909720711953,0.0,0.0,0.018597370626254973,0.046443379709260366,0.017816882546729872,0.06928011499880117,0.14824683541946265,0.0025170557738814704,0.0,0.008028089810259985,0.015146272548284469,0.0,0.0,0.024087609212910185,0.0,0.024201514599664745,0.027547901864760384,0.0,0.012518042462879674,0.0,0.0302731299425194,0.023761170286291825,0.0,0.011539321596583704,0.0,0.0,0.0,0.0,0.0,0.003143506026416393,0.008610310309716878,0.0,0.005485415525961747,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022734364447356454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006188404912903602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010923556774063552,0.0,0.01616551506044035,0.0,0.0,0.0,0.0,0.008357871442825284,0.0,0
0.0,0.00827299018856257,0.0,0.0,0.0,0.0,0.0,0.0,0.01090574646938151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005887457840830808,0.059398325517842784,0.00805267015812388,0.0,0.0,0.0,0.0,0.0,0.0,0.00955148803538217,0.0,0.0,0.004551500814094134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007107146420853778,0.007623132124857066,0.0,0.0,0.0062324907248112035,0.0,0.015187649726310173,0.010875691377715015,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03726558372742138,0.0,0.0,0.0,0.0,0.0,0.0,0.06123840845032931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17391565886820798,0.0,0.0,0.0,0.0,0.0,0.45488702471314507,0.0,0
0.0,0.03378613142222553,0.012404993066648363,0.039001990667929004,0.0,0.0,0.0,0.036763438839284464,0.035630452842204195,0.008259595377000654,0.0,0.0,0.008597039394596624,0.0,0.0,0.036022380281967685,0.0,0.0,0.04517478583051154,0.014325764570412826,0.0192350692863745,0.07883762286683714,0.04275227407254095,0.020380561279994526,0.006727998469461958,0.02166777259329389,0.0,0.0,0.0,0.09361775784162234,0.0,0.0,0.1710087804710236,0.007965393523734144,0.0,0.017055771442353464,0.0,0.012826254974275884,0.004685078226192855,0.0,0.0,0.034829919176348534,0.018679302497576912,0.025771989592989063,0.0,0.030543503026132776,0.020915264420582964,0.0,0.0,0.0,0
0.058205776858835774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0837579018540286,0.0,0.0,0.0,0.0,0.0,0.03667682466213205,0.0,0.0,0.0,0.03204001724356618,0.0,0.0,0.04222028275001696,0.0,0.0,0.0,0.0,0.05596347836969917,0.0,0.0,0.0,0.0,0.12462624325746853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13584666256861172,0.0,0.12981681818650714,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02711849053568799,0.0,0.0,0.0239649504401423,0.0,0.29500620101377595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1067727319420826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29508789195713697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06340826247331073,0.0,0.0,0.0,0.0,0.0,0.0,0.02507008021213936,0.0,0.0,0.04778584868546798,0.0,0.0,0.0,0.0,0.0274781407664506,0.0,0.030024951362231333,0.0,0.0,0.0,0.055212247011145466,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.002606644200987161,0.0,0.0,0.004441769303828384,0.0,0.0,0.0,0.0,0.0,0.020684565325850897,0.0,0.0,0.0024075060544270234,0.0,0.0,0.0,0.01938821461876871,0.0,0.01276720123137544,0.00395624660507215,0.004903584034272464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022361352557793454,0.0,0.004064489008565245,0.0025647726094220683,0.0,0.0,0.014090433080851715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00838705693433067,0.0,0.013357965819415216,0.0,0
0.0,0.0,0.01198885794334624,0.004188182067882729,0.0,0.0,0.0071367387006331315,0.005075740105905635,0.0,0.0,0.005838096327960821,0.02220593717499184,0.008308645033609665,0.0,0.0,0.003868220174296058,0.007100984848813961,0.005259010393326657,0.007276560427902811,0.0657646794599784,0.05576944186081819,0.13480291790857016,0.1779857298030481,0.007878751811589167,0.013004605074756995,0.016752728271530917,0.017778766096022802,0.038034451615962674,0.0,0.0791676177885938,0.0,0.03787713585330537,0.03233585703204835,0.0,0.0,0.01648362234770715,0.0,0.012395988293226707,0.009055827279469271,0.009029940047116642,0.0,0.0,0.0,0.008302482731152498,0.0,0.004919816250669999,0.013475763758388076,0.0,0.030047764110617537,0.0,0
0.023885182065490184,0.0,0.024797384098693108,0.0,0.0,0.0,0.0,0.0,0.10683706391347804,0.0,0.0,0.0,0.0,0.0,0.15733857389270872,0.0,0.0,0.0,0.030101226438870244,0.0,0.0,0.060613521480777074,0.0,0.0,0.0,0.0,0.0,0.10489238259513917,0.0,0.0,0.0,0.0,0.029725550943431493,0.0,0.0810455280628912,0.0,0.0,0.0,0.0,0.05603174867731157,0.0,0.0,0.0,0.03434519855519974,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03754220018787348,0.035715989226684966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04429326530678387,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01806000935957334,0.0,0.0,0.016583493351289502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03407443123667553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0256701110233876,0.07031245359126075,0.03127711471006757,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.18169771357318748,0.0,0.0,0.0,0.016514993735730326,0.0,0.011751880491016057,0.0,0.0,0.0,0.0,0.05950742764278232,0.005146041754609626,0.06854003210443352,0.09202805615987586,0.19481234778483691,0.09440469913974847,0.02228766527722189,0.0,0.01777149520912604,0.1424972371580582,0.0,0.0,0.03732531514851969,0.0,0.00892900451055134,0.005081817069624199,0.0,0.009236914256256851,0.005828674805148634,0.0,0.017533084203351243,0.012808707016018805,0.0063860458501650355,0.0,0.0,0.0,0.0,0.0,0.013917333664334931,0.03812067179982548,0.02543584878233093,0.018214302164714664,0.0,0
0.004998981506966186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014387032525862337,0.0,0.0,0.0,0.0,0.04097864209442042,0.0,0.0,0.0,0.030446244583645005,0.08255234909341369,0.0170533008267301,0.0,0.03626073288190794,0.0,0.0,0.0,0.00979175551929148,0.0,0.0,0.006221324963869214,0.0,0.09611910030332284,0.00713565238077889,0.011720196434795516,0.010732284629048685,0.0,0.0,0.0,0.0,0.0,0.021564543066044457,0.0,0.0,0.08458676581495468,0.0,0.01858211528217147,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08009579945533263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05276837359635999,0.0,0.0,0.0,0.0,0.06378180889715003,0.03952729581923755,0.0,0.0,0.0,0.19081690301948911,0.0,0.0,0.055703026865765934,0.0,0.0,0.07724283492583063,0.0,0.0,0.0,0.0,0.0,0.0,0.07550316887257354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.015679909609807908,0.0,0.0,0.0,0.019002790416824268,0.06446004977170515,0.0,0.043713869756409215,0.0,0.015553144657443146,0.0,0.0,0.0,0.0,0.0,0.013621161631769815,0.0,0.0,0.05485667335429697,0.03569738582167141,0.0,0.0,0.0,0.0,0.09493009197956477,0.0,0.04234162667474182,0.0,0.0,0.013451164018720452,0.0,0.0,0.0,0.025340307007208657,0.015469557977795959,0.01695181237141082,0.016903353462896547,0.0,0.0,0.13517299642830552,0.0,0.0,0.0,0.012612796807175879,0.0,0.016070601161448338,0.0,0
0.0,0.00698829615580586,0.0,0.01792697838367871,0.0,0.0,0.0,0.005431514299337835,0.009212217637286245,0.0,0.0,0.005940604856611631,0.04445511725045382,0.0,0.0,0.016557422367020413,0.007598714658545875,0.016882891690111538,0.019466492171341256,0.07037432757099536,0.014919623277238163,0.1536593853946254,0.02720875650875992,0.02107749423369315,0.027832275469975448,0.013445233787759034,0.019024934346574648,0.10175100749308094,0.03603517374270188,0.020170647371299637,0.011881209713223262,0.0,0.019223542466093382,0.0,0.01397659231161172,0.022048762500242708,0.0,0.004421620378786261,0.0145358669872228,0.0048314381218033595,0.0,0.0,0.012878706177359776,0.0,0.0,0.01579398378841595,0.0,0.01924379065712522,0.05971439326568868,0.012635506871864854,0
0.005279525191388129,0.0,0.0,0.026806983924428957,0.007926076968439095,0.0,0.0,0.009282260091318424,0.007871672190713599,0.0,0.021352838176742862,0.0,0.022791652822808997,0.02610262284547561,0.0,0.010611011891603132,0.006492963281799286,0.0,0.056554794271176725,0.05380373054318709,0.012748546362171638,0.20364765540953375,0.13077780124999347,0.02881653590774945,0.023782172485215518,0.007659138264122557,0.0216752798689053,0.3303886543789932,0.0,0.0654947130956912,0.01522841596464388,0.017316953743135518,0.016426166922596262,0.007039031130651148,0.0,0.02260831918390551,0.0,0.030225552668412595,0.020701056002721648,0.00825675176205595,0.0068804978049702365,0.005129875978084896,0.0715300291625143,0.0,0.0,0.004498557164804429,0.03388523044843298,0.016443468633056558,0.007849978689042284,0.0053984052469764,0
0.0,0.0,0.0,0.0,0.0,0.0,0.030588491294164882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027169657853897092,0.0,0.0,0.0,0.0,0.014835335338716603,0.019919265162026245,0.22608524879113345,0.027244912231825014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11896997782330032,0.0,0.0,0.0,0.0559806591245381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03558494032004878,0.0,0.0,0.0,0.0,0.07359229950511116,0.0,0
0.0,0.0,0.0,0.0005047513161704467,0.0,0.0,0.0,0.0,0.0,0.0,0.0007035956789141638,0.0,0.0,0.0,0.0,0.00046619014946503037,0.0,0.0,0.0,0.0012514464438366725,0.005601017881005075,0.0007063555534527824,0.0019152217631473985,0.0,0.0,0.0015142539485113403,0.0,0.0007639726577392861,0.0,0.0,0.0,0.0,0.004763064458005232,0.0,0.0,0.000496643289403837,0.0,0.0,0.0,0.0005441351462099296,0.0,0.0,0.0,0.0,0.0,0.0,0.005684252222374001,0.0,0.003103968309670912,0.02134589082740586,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14862774416236768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08023655970643084,0.05059396411747665,0.05487245661935166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0713373791541195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.002734884348443345,0.0,0.0,0.01864117142467834,0.0,0.0,0.0,0.0,0.0,0.008138322149403816,0.004660292856169585,0.0,0.012629745602682443,0.0,0.013736542471068786,0.0,0.013561376394740306,0.006069577491874986,0.14543484297329706,0.026980744033085247,0.007717241513933698,0.0,0.030083727832876793,0.0038698468167939096,0.0,0.0,0.004923474474110877,0.007250242353134238,0.024733782899136282,0.0,0.010053839167573093,0.0,0.0,0.0,0.0026981948903804518,0.0,0.011793107989083031,0.0,0.0,0.0,0.0,0.0,0.0,0.021999196064539102,0.01565745682185389,0.002803028632194961,0.0,0
0.02163905863975449,0.0,0.022465478686863983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05454111274959409,0.06486000373005353,0.0,0.1208097552949006,0.15484898650590462,0.059054809637003526,0.0,0.03139231957784425,0.0,0.0,0.0,0.11302802198024947,0.0,0.02365885592141673,0.013465104394018415,0.0,0.0,0.0,0.0,0.06194236061962989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012625868324317766,0.0,0.016087256241346458,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002270698010273466,0.0,0.0,0.014800227647901872,0.0,0.002874505864152032,0.0,0.0018919004329634578,0.08636805490497199,0.022424804564097903,0.048642328669235436,0.012919266130382476,0.0,0.002289205195247749,0.0,0.0,0.0,0.0020605703768094424,0.0,0.0,0.001963817095892154,0.0,0.0,0.0,0.01849792629346211,0.011292473417323038,0.0,0.0,0.0,0.0,0.0,0.009076055574258857,0.0,0.0,0.0,0.0,0.0023462446267247788,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07578000887705125,0.0,0.0,0.0,0.0,0.0,0.0,0.08723365316003646,0.0,0.13203358508227336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06829939097159762,0.0,0.0,0.0,0.0,0.0,0.0,0.05225747814294775,0.0,0
0.0,0.0,0.0029721952012259,0.004153221166801814,0.0,0.0,0.014154329373931662,0.0,0.006402703757237028,0.003957943323578457,0.0,0.0,0.006179466388111542,0.0,0.0,0.0057538952385579635,0.0035208546454312,0.0,0.0018039548126638784,0.017162028419245696,0.0,0.04940260937651203,0.02521428453496005,0.0019532459585987184,0.012896048974700723,0.012459663500405444,0.014691964690332534,0.0,0.0,0.02243050432285144,0.008257714815971833,0.0,0.008907203630454654,0.0038169637467624982,0.00323801801876405,0.0,0.0,0.0,0.0022450584125994454,0.0022386406280085285,0.0,0.005563422087586804,0.0,0.0,0.0,0.00975749604858406,0.013363274655452544,0.0029721952012259,0.0021283528594197914,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10200402793385988,0.22650794640622035,0.0552877238840496,0.0,0.0,0.0,0.07420751545470798,0.0,0.2513102701638607,0.06814059808371745,0.0,0.0,0.029930438717512612,0.0,0.0,0.0,0.026941130272746156,0.0,0.04511421563013098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08567721559146321,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025830509396175955,0.0,0.0,0.0,0.0,0.0,0.0978437863897411,0.021223594623571283,0.0,0.0,0.08390128124779846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027591905118771142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022496511748134624,0.08005705306352663,0.0,0.0,0
0.0003212578866134475,0.0,0.0,0.0,0.0,0.0,0.0019854232024699766,0.0,0.000718484147843681,0.0,0.0,0.00030888186291525677,0.0,0.0,0.0,0.0006456776190190503,0.0,0.0,0.0,0.000770339895868732,0.00025858203236315267,0.003261029663951799,0.0007073599070202233,0.0,0.0,0.0,0.000329733941500934,0.000352703038456743,0.0,0.0,0.0,0.0,0.14173313526899914,0.0,0.0,0.0,0.0,0.00022990223599597519,0.0,0.00025121071736685166,0.0,0.0,0.0,0.0,0.0,0.000273736162852719,0.0,0.001334108350063283,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030864158370959224,0.0,0.0,0.0,0.007447011312803481,0.012793271014743935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021012767568221048,0.0,0.01412339885368411,0.0,0.0,0.0,0.022726769552644018,0.0,0.006757873938983018,0.0,0.0,0.012881121191121734,0.0,0.0,0.0221613250300378,0.0,0.0,0.09740049973135526,0.008093505669431636,0.0,0.0,0.0,0.0,0.1339281984735707,0.0,0.0,0.0,0.2308432499447985,0.0,0
0.0,0.0,0.0,0.017513173307787417,0.0,0.0,0.029842767026545907,0.0,0.0,0.0,0.0,0.0,0.03474317450102018,0.0,0.026507282158093472,0.03235046099100168,0.0,0.0,0.06085488252084169,0.05789464436364127,0.019433648552772496,0.2328275427288113,0.19935526418431426,0.0,0.2447084545321816,0.07005269323114967,0.0,0.0,0.0,0.04729212505310307,0.0,0.05279528873147349,0.04507154170786285,0.0,0.0,0.0,0.0,0.0,0.03786756879719659,0.0,0.06293102244504226,0.0,0.0,0.0,0.0,0.0,0.0,0.025066119801044128,0.017949543734915856,0.09875075071443183,0
0.011347907214697743,0.0,0.0,0.004115672679599034,0.0,0.0,0.0070131813793094435,0.004987864554126604,0.012689636246614065,0.03922160306429588,0.01147404442710993,0.0,0.0,0.0,0.00622932777921965,0.007602500479675837,0.006978046528737635,0.041343695277285535,0.007150582393308124,0.02040824371873733,0.009133985601342732,0.11231075407976966,0.06871239913024588,0.019355870312421482,0.0,0.016462690718396136,0.23876985361895603,0.037375966675317895,0.0,0.003704619062472421,0.0054553722518926005,0.01861068724881362,0.014122680458827346,0.0,0.006417487420318987,0.008099121893187235,0.0,0.012181378347014864,0.013348567584164629,0.0,0.0,0.0,0.0,0.0,0.0,0.00483464018596644,0.04965922431098471,0.0,0.012654664942111687,0.0,0
0.0,0.0,0.009145948587295658,0.019170248599875074,0.0,0.0,0.0,0.023232800790763463,0.0656740169232735,0.0,0.008907425397069313,0.008470129544236914,0.012676843893985372,0.0,0.0,0.011803807503811995,0.0,0.008023889999316183,0.03885752380777796,0.04752942423170893,0.0070908122971560265,0.12519311045591827,0.09698578592982082,0.012020937997826437,0.02976249697190445,0.019170248599875074,0.00904193329218229,0.019343579439587918,0.0,0.10353369753741157,0.008470129544236914,0.06742250100044621,0.02192718067160888,0.0,0.0,0.0,0.010327014993791524,0.02521743041843656,0.0069084253983860465,0.0068886767870267865,0.0,0.0,0.0,0.0,0.0,0.0,0.04626119467844962,0.0,0.006549302623141416,0.0,0
