 actually , basketbal, beautiful, big data , building , can t wai, children , colorado , download , football , from the , is there , love this, of the we, on twitte, one of th, opportuni, research , shopping , should be, software , that the , the first, the inter, the same , what you , with the ,@mashable ,available ,beautiful ,can t wait,d a video ,data scien,ded a vide,epic twitt,government,hat s the ,heck out t,journalist,looks like,love this ,microsoft ,n facebook,n francisc,ocialmedia,one of the,paintings ,r business,should be ,thank you ,author
0.005169770849153754,0.0,0.0,0.0,0.0052269942589831895,0.0064712672812363495,0.14380570604712473,0.0,0.013251922052178568,0.0,0.037922259865218716,0.0,0.0,0.0,0.005992740088155943,0.019134926366888586,0.0,0.023253007321380616,0.13036368318563232,0.005058394523677564,0.006812741089086113,0.011839389573401748,0.019593927927129176,0.027335291682665915,0.0,0.03658895981288232,0.06463174233278267,0.0,0.0160341187808143,0.0,0.0064712672812363495,0.0,0.0,0.0,0.0,0.0973934999477855,0.024732986434757367,0.006029917563414578,0.0,0.024119670253658312,0.0,0.04837365285758101,0.031722721475789875,0.0,0.0,0.01461783844421551,0.0,0.1900056102176428,0.0050996937857707035,0.0,0
0.020650686546041585,0.0,0.0,0.0,0.004175853172985015,0.0,0.005222117444875779,0.0,0.0,0.0,0.023563670297587262,0.0,0.0,0.0,0.01915043443485136,0.011465189986579914,0.07235021215192586,0.004644215183398739,0.010962919214737635,0.016164634415357544,0.010885417157171262,0.0,0.01174021273772054,0.017470562828547927,0.008305779807027302,0.03758267855686515,0.020653756474444868,0.026026497120159857,0.01280968037640567,0.0,0.0,0.0,0.0,0.0,0.0,0.010374374146572258,0.0,0.004817309746753221,0.0,0.0,0.0,0.0,0.010137330983498456,0.0,0.05327056168933923,0.01167821199431243,0.0,0.01686619479570326,0.016296610573056345,0.00379190981198597,0
0.011163562990417292,0.011365141373091671,0.032769173456517885,0.0,0.0,0.0,0.007057566452966482,0.0,0.0,0.0,0.04094451660402328,0.0,0.06505410930992944,0.04208278136505402,0.03882202910615201,0.010329952818349973,0.012222447013554915,0.06904199950915013,0.059264489313571526,0.092845991460134,0.0,0.0063914714562442925,0.02644435979691544,0.0,0.011225062161197088,0.005643565388421429,0.013956528205317759,0.0,0.017311975736289526,0.033126695544776916,0.0,0.013603492591748916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06505410930992944,0.007461263571708294,0.006850179819486835,0.0,0.0,0.010521882240515916,0.0,0.22794257661929085,0.0936040325574942,0.015374025439435453,0
0.0,0.0,0.0,0.0,0.03572931399092108,0.0,0.044681330055495856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04656874552568554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04121772615157221,0.0,0.0,0.0,0.0,0.6071571645711836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.012533699778144142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005220213842714339,0.0,0.0,0.0,0.0,0.0,0.014024688321063043,0.014404086679130975,0.0,0.006266849889072071,0.008440311553116316,0.0,0.0,0.006773143883791975,0.0,0.0,0.0,0.0,0.0,0.012670446422799063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007470470726732727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006318015584997065,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.09808721554713444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07178368885632895,0.08493478614204726,0.0,0.0,0.0,0.0,0.0,0.0,0.08203754894363058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07311742214295745,0.0,0.10559944325581623,0.0,0.0,0
0.0,0.0,0.03559074673260621,0.008076830110765506,0.026269293261424482,0.019513580030247987,0.006570218296587352,0.0,0.013320030955378807,0.0,0.055058124592363436,0.006752473699784634,0.013458202062038476,0.007835365403601571,0.0,0.00961663562961982,0.011378446881470591,0.017529387969546718,0.0,0.015253177171116947,0.04108653303587303,0.0,0.01477097391037981,0.005495156550933092,0.010449934730806241,0.01576157595685469,0.017323712091131798,0.008186323334356758,0.005372175640175815,0.03083918835539806,0.019513580030247987,0.0,0.011614253706032416,0.0,0.0,0.0,0.012430051415665128,0.012121817240822123,0.0,0.0,0.013458202062038476,0.0,0.0,0.0,0.0,0.00979531169446057,0.0,0.014146826175433645,0.015377711736144325,0.062020393327644814,0
0.0,0.0,0.04916406142395521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055012538218836005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05052336577665868,0.0,0.0,0.0,0.0,0.049700456946134376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08101009585762847,0.0,0.0,0.06839710408268729,0.0,0.04613174220221378,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16513157299693118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07872572439666396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.03751900648098768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03439721919601567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049463232185111686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0372680445193142,0.035490691372125675,0.03461061102459724,0.0,0.0,0.0,0.0,0.0,0.3145390808171311,0.0,0.0,0.0,0.0,0.0,0.027243487017095728,0
0.016719110259237897,0.0,0.016358917685864942,0.0,0.033808343112402564,0.0,0.02113952898198041,0.0,0.0,0.0,0.027253580368819485,0.0,0.0,0.0,0.0,0.015470653974091354,0.0,0.018800136631233217,0.0,0.0,0.0,0.0191443746207994,0.0633670332755382,0.0,0.050433643479492266,0.016904171556201282,0.04180398930004139,0.0,0.017284853792570786,0.016537398672590742,0.0,0.0,0.0,0.0,0.0,0.06299438453550217,0.0,0.0,0.4582419896787707,0.0,0.0,0.0,0.02051834379327055,0.0,0.0,0.01575809707571928,0.03850633865284588,0.0,0.0,0.0,0
0.006665025020057735,0.0,0.05217148232734955,0.0,0.006738799171635195,0.10011544325524163,0.025281636533131664,0.0,0.0,0.0,0.027161402764236585,0.008660979898042686,0.017262002446130156,0.0,0.023178065600025857,0.018501994582576783,0.0,0.0,0.02653717977954009,0.02608574116367477,0.0,0.0,0.01894581360848437,0.0,0.013403484213830795,0.020216397514905584,0.02222005280606379,0.02100018007919173,0.0,0.03955551732494325,0.10011544325524163,0.0,0.0,0.0,0.0,0.0,0.023914885913471903,0.015547904385596669,0.0,0.023321856578395004,0.017262002446130156,0.0,0.0,0.0,0.0,0.018845759669561826,0.0,0.009072628978210071,0.026298718197429183,0.07343050909520503,0
0.0,0.0,0.017982001962977643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0185813543379322,0.015317219881507813,0.0,0.01899980675960933,0.018178191314577027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4285281706040036,0.16697646945419164,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028765985266193256,0.0,0.0,0.0,0.0,0.0,0.0,0.02945601311714378,0.0,0.03125861060734995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029300454205912624,0.0,0.0,0.0,0.0,0
0.07603966877385351,0.0,0.08370167406786283,0.0,0.009610167542555972,0.023795688192487074,0.06009002411390652,0.0,0.012182258567001213,0.028543538814322342,0.038734739618574765,0.0,0.02461725470697888,0.0,0.011018040853439456,0.03518080165943082,0.010406521010748005,0.0,0.0,0.03720074403016126,0.0,0.021767484669882632,0.009006176440353895,0.0,0.057343923895714764,0.019220335085111947,0.0871417396909856,0.0,0.019653177364288142,0.08461488591140319,0.023795688192487074,0.0,0.0,0.0,0.012751285058016754,0.0,0.0,0.0,0.030648768150692982,0.03325918215002272,0.02461725470697888,0.0,0.0,0.0,0.0,0.026875842902925717,0.0,0.012938430469785071,0.03750446950482915,0.12217202551390804,0
0.0,0.0,0.06301027272492365,0.0,0.024416418014289232,0.0,0.020355984301790732,0.0,0.0,0.0,0.02624341604906036,0.0,0.0,0.012137844433369294,0.0,0.022345842452555244,0.008813234037378975,0.0,0.0,0.007876284090615457,0.0,0.009217390547840031,0.022881866284262368,0.008512603039748127,0.016188100435378088,0.032555224019052316,0.04025450854033879,0.0,0.0,0.039811084255787305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0129781492965058,0.0,0.0,0.0,0.0,0.0,0.0,0.022761025823200616,0.01853954328416962,0.0,0.007940590012080409,0.18476235315794576,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07193453065552871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0954465884014476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06532060427266455,0
0.0,0.0,0.0,0.03284635319553519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027460542446109112,0.0,0.0,0.0,0.0,0.023136582047656604,0.0,0.028046301162018842,0.0,0.0,0.0,0.0,0.08938945128788911,0.04249714830337318,0.021366067450440944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028247721035660464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.027941221590582998,0.0,0.007811217855418766,0.0,0.008071571067623476,0.0,0.010093911431675331,0.0,0.0,0.005993423138593789,0.013013309174173362,0.0,0.005169002516794864,0.09630058649326437,0.027762127782070583,0.003693540455364125,0.004370213814328,0.0044884376142160665,0.005297598950726285,0.02343365356625629,0.0,0.004570622694618305,0.007564279484615373,0.012663420229991366,0.012040777514310385,0.036322069804305634,0.016634151981540116,0.025153509048846747,0.008253342987934535,0.007896440722672994,0.0,0.0,0.0,0.0,0.005354896420564049,0.015039590965727562,0.009548224459000382,0.018622904764574868,0.0,0.018622904764574868,0.005169002516794864,0.010671289340754684,0.00489865089119255,0.0,0.032177340973500584,0.003762166043284072,0.0,0.0,0.023624977630819183,0.007329441017578937,0
0.025827586501024537,0.013146975215791995,0.018953372295695183,0.01003614960614856,0.02611346814072917,0.01616485723973051,0.016328112109654264,0.0,0.0,0.07756064482235135,0.03683852904452319,0.0,0.04180740695052013,0.009736109133281365,0.0,0.005974744581914685,0.014138689760955015,0.007260586053105994,0.0,0.044224535356622095,0.008508919685301828,0.014787060551069474,0.04894451642045289,0.02731280093702246,0.02596986859809515,0.07181203738700523,0.059197017977873974,0.04068881706371436,0.0,0.012773439737388724,0.01616485723973051,0.0,0.0,0.0,0.03464874828054404,0.0,0.023168096996392763,0.007531195385992306,0.0,0.06778075847393075,0.04180740695052013,0.0,0.0,0.0,0.0,0.012171509398647671,0.0,0.0,0.03821623420764105,0.02964062431253772,0
0.02537912517580153,0.0,0.0,0.0,0.02566004286508076,0.0,0.03208919277834947,0.0,0.0,0.0,0.1241104371484476,0.0,0.0,0.0,0.0,0.0,0.027786380833599505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03404711933737528,0.0318745504537385,0.0,0.029601705202603527,0.0,0.0,0.0,0.0,0.0,0.0384312080247359,0.0,0.0,0.0,0.0,0.0,0.023300763768599454,0
0.00026917491303024864,0.0,0.003423886337376864,0.0,0.00027215436933761164,0.0,0.003403429241745054,0.0,0.0,0.0008083364593047928,0.0017551125656310542,0.0,0.0,0.0016235145032076838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028465380675596135,0.0,0.0,0.0011217288689090218,0.0,0.0013914164522556012,0.00346124202457248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015698012378801813,0.00043397766636688907,0.0,0.0,0.0,0.0006606838905230233,0.0,0.0,0.0,0.0,0.0,0.0,0.0002471314916296378,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08309539691387674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.024958473829817338,0.0,0.0015262983967747306,0.0,0.006308683848278893,0.0019526125987640343,0.001972332755341676,0.0,0.0,0.0,0.0,0.010135222648984142,0.0,0.0023521209095322283,0.005424671531268907,0.0028868455494601717,0.0,0.0,0.0,0.004578895190324193,0.0,0.0035723669318574506,0.004434141204542865,0.0016496068733005801,0.003136996006884157,0.0015771709620697233,0.007800682547913634,0.0,0.0,0.001542950796959478,0.0019526125987640343,0.0,0.0,0.0,0.0,0.007836559848163676,0.0,0.0,0.0,0.0018194416166322173,0.0,0.0,0.0,0.0,0.0,0.0029404828320241327,0.0,0.0,0.0046162795801097355,0.0028643200795187515,0
0.022224206451552226,0.0,0.10872706691246607,0.0,0.0,0.02781917888776705,0.0,0.0,0.0,0.0,0.03622735823073781,0.0,0.0,0.0,0.025762049579329416,0.0,0.0,0.02499045172449038,0.0294956513185176,0.0,0.0,0.0,0.021057969112916988,0.0,0.0,0.0,0.0555687757480552,0.0,0.02297623218070091,0.10991331373875256,0.02781917888776705,0.0,0.0,0.0,0.0,0.0279121752592849,0.0,0.0,0.0,0.02592187095431949,0.0,0.029707479977392544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08161683759942252,0
0.0,0.0,0.0034442726940221626,0.0,0.0,0.0,0.0,0.0,0.004511632401741289,0.0,0.007172598799107251,0.0,0.0,0.0053078387809747,0.0,0.009771762178558387,0.0,0.003958256804409046,0.0,0.0,0.0,0.0,0.0,0.0,0.0017697505465837067,0.0,0.0014669301642505981,0.0,0.007278446053843477,0.0017409254014212323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014370247535617225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009953320478141531,0.0,0.0,0.0,0.004847757550721858,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4564803095996476,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09029231398985624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0016721295921402857,0.0014008316851324622,0.0008474915491119338,0.0,0.0010778744943967843,0.0,0.0008562827332779308,0.0,0.019162490394748176,0.0018355852447250731,0.0,0.0,0.0008775856646614642,0.0012939848556341494,0.0017427631936120331,0.0,0.0,0.0,0.0006648806900522491,0.0006685571261742518,0.002204454275769345,0.0031251458201890683,0.0013672260884815687,0.0,0.0,0.0,0.0,0.0,0.0,0.0016609448364131195,0.0007908662949127086,0.0046275287373837475,0.0,0.0007712547895639579,0.0008562827332779308,0.0008838882138876412,0.0,0.0,0.0010660819525191378,0.001869690222894053,0.0,0.0,0.0013045495949891444,0.0006070875151965941,0
0.0,0.0,0.0,0.0,0.0,0.0,0.030035570210156657,0.0,0.0,0.0,0.01936128348326941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04648631680817505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1798585671601714,0.0,0.0,0.0,0.03233591120281508,0.04686585434179742,0.02180957716687196,0
0.0,0.0,0.0,0.0,0.036823894295838565,0.04558973102272395,0.0,0.0,0.0,0.0,0.05936895276695095,0.0,0.0,0.0,0.04221853260493479,0.0,0.0398753328690966,0.04095404745238088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07364778859167713,0.0,0.0,0.0,0.0,0.04558973102272395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04469697438037959,0.0,0.0,0.0,0.0,0.04957701245723596,0.0,0.03343816947378706,0
0.0,0.0,7.383512941714295e-05,0.0,7.629610457788158e-05,0.0,0.0,0.0,0.0,0.0,6.150381315724245e-05,0.0,0.0,0.0,0.0,6.982599706653371e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.980021287772692e-05,0.0,7.629610457788158e-05,0.0,0.0,0.0,7.464069412542346e-05,0.0,0.0,0.0,0.0,0.0,0.0001895479323692658,9.025409375122692e-05,0.0,0.0,8.801601804394926e-05,0.0,0.0,0.00018521696832188221,0.0,0.0007299711299476228,7.11233566484027e-05,0.0,0.0,0.0,6.928115898250594e-05,0
0.01384037176141163,0.0,0.0,0.021512508200753632,0.027987137476676995,0.0,0.0,0.0,0.0,0.0,0.01128049514254371,0.0,0.0,0.0,0.0,0.012806877822656621,0.0606126236388736,0.04668924531994706,0.0,0.02708439610434425,0.0,0.0,0.026228168974081742,0.029272523686936638,0.04174985176935391,0.0,0.011535357724413184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01856741655869698,0.10429570561279522,0.016553621863289483,0.0,0.0,0.0,0.0,0.01850066358401238,0.0,0.0,0.0,0.013044828247356135,0.0,0.0,0.027305526656362652,0.025413896708286532,0
0.018456085020342367,0.0,0.18058471471846627,0.0,0.01866037262762361,0.0,0.0,0.0,0.04730936964410965,0.0,0.0,0.023983072963223082,0.023900059175199943,0.0,0.0,0.0,0.04041335574178852,0.0,0.0,0.036116942943693255,0.0,0.0,0.0,0.019517401527911912,0.01855775810854609,0.01866037262762361,0.0615294289985513,0.2616816868923283,0.0,0.1642994561706359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02152680930417876,0.0,0.0,0.023900059175199943,0.024670567086303382,0.0,0.027947757766500277,0.029755851380165607,0.0,0.0,0.0,0.036411819724389685,0.05083400718188108,0
0.020289667082294224,0.0,0.004963137818435326,0.0,0.0,0.0021164680628981427,0.02779195973307817,0.0,0.002167061610696836,0.0,0.013780788967183114,0.004394292049639508,0.004379081870807133,0.0,0.009799813896273076,0.009387294353963838,0.0,0.0,0.0022440131774512178,0.0033087585456235513,0.0,0.009680364303978624,0.00961247331061575,0.0017880353050512372,0.003400240204437837,0.01025712516573072,0.008455284725662711,0.0,0.003496038600734505,0.005017287228078476,0.0021164680628981427,0.0,0.0,0.0,0.0022682838477202324,0.008494172705905328,0.0020222691172499378,0.0,0.0,0.00788848761161805,0.004379081870807133,0.0,0.0020750225250747187,0.0025603601745887053,0.0,0.007968091068626048,0.0,0.0023015745249153237,0.003335772904772286,0.010866388401466856,0
