 apple , engine, google, great , holida, i love, love t, on the, proble, readin, should, still , storie, story , that t, the ma, things, via @s, women , years ,acebook,beautif,bigdata,creativ,d that ,e from ,e of th,ending ,esearch,etball ,favorit,hat you,holiday,i love ,ig data,journal,ketball,love th,manager,ng the ,nk you ,problem,really ,redit c,s from ,t that ,thank y,that s ,that th,things ,author
0.03938048562282437,0.01579849689177322,0.01177197930180298,0.006455034131601226,0.05283936540921965,0.002253728434088506,0.002064914355485971,0.03679842111949494,0.04793145412180557,0.0,0.012051686673518112,0.0205800306896622,0.005574327305948368,0.00642557815526989,0.010297901924597749,0.037183919624011436,0.0162274972024238,0.0,0.0069494974628513595,0.014710609728335374,0.07730290334526674,0.0,0.0,0.0,0.016955440017226715,0.009171516816353123,0.021166801090778703,0.04512592065691142,0.014253394002508113,0.0,0.006779632457596355,0.013944470743436554,0.05240532101739876,0.002297363713444332,0.0,0.002707955328036266,0.0,0.0,0.0,0.09682551197401837,0.0,0.04535477780746325,0.005395946768924457,0.1567866537953053,0.01871136531243344,0.01573570127992131,0.0,0.057519479607914765,0.009240363563858723,0.0161483107207983,0
0.002474375627658321,0.0028125354294755217,0.0020957125914057282,0.03964604512505462,0.009815744192957951,0.0,0.002205644558500169,0.012506564511013778,0.006399766089807158,0.0,0.036780130941471284,0.009992101121602077,0.03870252549239856,0.013727001757468172,0.004399894123184958,0.0041808544218803504,0.040444717985935484,0.04500056687160835,0.02721813190424153,0.009820739118465285,0.012385699750701636,0.0,0.0,0.0077432850175339655,0.0,0.021552483972017648,0.005652345764692017,0.006287137774217185,0.0050749354064440364,0.0,0.004827790040137615,0.025533992398595586,0.009735113612225085,0.0,0.0,0.0,0.0,0.002420492801504568,0.02314008585615767,0.03792230403266094,0.002122430083357361,0.006319023138885391,0.009606161628620996,0.0,0.016352674243298424,0.004202034313194835,0.0022228715490108953,0.0,0.0,0.04216389780497204,0
0.0,0.006626746210695653,0.019751225642543956,0.1441792375145816,0.02312733377654615,0.051048138882677306,0.05196822257598405,0.031572108560438225,0.005026262690538101,0.02477800534344059,0.07582696272625933,0.03531428487114847,0.007014525357366049,0.04312377409943258,0.02332529153449956,0.009850706557261843,0.009075589602555452,0.0,0.005829992092750333,0.006941730766213639,0.05836505242181553,0.016786993412098446,0.0,0.006081438608798654,0.016002069498935897,0.018465750930747808,0.026635512203804886,0.009875612821271976,0.03886120082990779,0.005669784320652685,0.014218727264389552,0.005013486099826021,0.025804525832800324,0.04914558427516057,0.0,0.0034075898799224235,0.005710295451467238,0.04847580809985022,0.0,0.03249109577793388,0.007501135113688669,0.004962848610078443,0.06111052154670828,0.0,0.017124133452423508,0.01237576186167797,0.010474823150596209,0.005170026112666193,0.01162772850829953,0.009031302797243537,0
0.0,0.0,0.0,0.0,0.0,0.02524795273386257,0.023132716106441374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025951157322574213,0.0,0.3247518678932473,0.0,0.0,0.0,0.0,0.0,0.0,0.04395950764673452,0.0,0.0,0.0,0.0,0.0,0.025736787792266732,0.0,0.0,0.0,0.025386036294517404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.05516455097712752,0.0,0.03380913974138016,0.03609828665864001,0.0,0.010815276352580564,0.02628229808056683,0.0,0.0,0.03606993510201889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024265973508816086,0.009631108253002072,0.0,0.02329063978990064,0.0,0.0,0.01110080964004152,0.0,0.0,0.0,0.024884711673358137,0.0,0.0,0.0,0.035801760408614484,0.0,0.0,0.0,0.0,0.011868774801822544,0.17019951541532574,0.00845228493534504,0.0,0.0,0.0,0.0,0.0,0.010302240713510848,0.0,0.010759510021107142,0.0,0.0,0
0.0,0.0,0.0,0.030389063534097555,0.0,0.0,0.0777697682298915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4798478979049236,0.0,0.0363927253247038,0.0,0.0,0.0,0.0,0.0,0.03321641425112643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10198827746960808,0.030389063534097555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.005809970475761473,0.04622791841805047,0.02706466827471762,0.11535201655216933,0.017285931647133438,0.005652536344865095,0.020715900401973214,0.033561261042400994,0.022540505744926515,0.008230970540118182,0.012954266470860414,0.01642340326217574,0.0069904357637903605,0.013429898914049877,0.005165597063444517,0.0,0.013566632716331814,0.019811965036307343,0.0,0.0,0.0024235255239360514,0.019517566572020896,0.0,0.012121106926101357,0.013289262069427734,0.006900875636723879,0.0243320360693769,0.01476254633166416,0.008937171224607191,0.0,0.008501938008979639,0.01998507425548724,0.017143937858397885,0.005761977215711146,0.004421614905848021,0.013583549535493823,0.0,0.01989207719603686,0.037354761222608016,0.030355793829518238,0.03239328899447946,0.022256122390351563,0.0067667392319693005,0.0,0.036263815614562836,0.01479991256677329,0.03392626265964597,0.03606589686047959,0.0,0.013500430645925585,0
0.0,0.0,0.02846578064424373,0.0,0.0,0.0,0.0,0.0242678534290541,0.14487859518046156,0.0,0.0,0.027144271582759262,0.0,0.0,0.029881583353104094,0.0,0.10463907304549347,0.0,0.03360910944431526,0.0,0.0,0.032258242655811974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02890206373283702,0.0,0.0,0.0,0.0,0.0,0.0,0.03928858200616375,0.023413342089353358,0.028828680723375955,0.14305072754653328,0.0,0.0,0.0,0.028537831835699537,0.030192963564737337,0.029804495561261312,0.03351613465395477,0.10412845825803327,0
0.0,0.0,0.0,0.0,0.10979382573511554,0.323125326867296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2047241668347936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10889193386060468,0.3293814772053466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08129446058528879,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08242759761124104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.025591466704227347,0.0,0.0,0.19610752913814272,0.0,0.0,0.04562417981269554,0.01847862003132468,0.0,0.02417024428376327,0.07608040475702259,0.0,0.030791121029515124,0.04732427640847882,0.0,0.0,0.0,0.0,0.0,0.02031438681757113,0.0,0.0,0.0,0.02669522208519028,0.0,0.0,0.0,0.021675108017187292,0.0,0.0,0.09986376093116194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02991606903279938,0.05348387158312984,0.021951436234317258,0.0,0.0,0.0,0.0375842440362302,0.0,0.022990261704170758,0.0,0.0,0.0,0
0.0,0.0,0.0,0.022330530674534475,0.0,0.0,0.009524480153090051,0.0694365686882038,0.027635660910040646,0.0,0.03176501180392432,0.18122239483470884,0.02571175392881512,0.0592763486286033,0.018999754103838515,0.02708083549366356,0.03326658821965416,0.02429034884579764,0.05342461337684208,0.042408208730650064,0.017828099425337977,0.010255458538456502,0.0,0.0,0.019551870456750508,0.008460779950413827,0.0488162563154054,0.054298611913239266,0.02191473751770712,0.0,0.0,0.00918847066315729,0.0,0.0,0.0,0.22482947089724944,0.0,0.0,0.0,0.029774040899379305,0.00916514092325221,0.01819132952656602,0.024888968286365585,0.0,0.023538201970637357,0.00907267498391548,0.0,0.0,0.010655364366261584,0.033104254863873,0
0.02483978373075124,0.012100502276613918,0.00601098797847853,0.06674518484207342,0.05982687284721727,0.055238158383046666,0.04744723696957909,0.05380757545385372,0.012237338646740616,0.010054416871513507,0.06065900083797213,0.02865965493932745,0.004269530241914586,0.013124071001445256,0.012619913049862885,0.008993742428977792,0.01104807589885629,0.008067001517742612,0.02483978373075124,0.014084074558446943,0.0,0.03065321132605682,0.0,0.01110476535408632,0.006493318381329076,0.008429659672806566,0.018914272728975383,0.003005493989239265,0.0,0.0,0.0,0.01830934761521477,0.06282574960297935,0.05630764503267509,0.0,0.0,0.0,0.03818392968256755,0.0,0.06180109707599391,0.0395695294743736,0.015103682107673037,0.04132903693886118,0.0066715111295763746,0.02084588818684004,0.0,0.03825425551271013,0.01888103475141335,0.0,0.010994163810735192,0
0.0,0.0,0.028876041119228632,0.059376961882779924,0.016905934173299633,0.0,0.0,0.036926417489686086,0.0,0.0,0.0,0.027535485928567614,0.0,0.0,0.0,0.01440160791785228,0.0,0.0,0.0,0.0,0.2702083911063972,0.016361580822334566,0.0,0.0,0.03119309658425915,0.0,0.0,0.0,0.0,0.0,0.0,0.01465930604908132,0.01676706184090911,0.0,0.0,0.0,0.0,0.0,0.0,0.07125235425933593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.14686384938207686,0.0,0.06219436025232985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1091522150166281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07343192469103843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06219436025232985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051155380237595714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.02676130937077936,0.03809768302956162,0.0,0.0,0.02773801069924836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0598009159767795,0.0,0.0,0.015246827900006973,0.0,0.0,0.0,0.6010776409947671,0.0,0.03041865234702917,0.014625569770601294,0.0,0.0,0.0,0.0,0.0,0.03778473291117384,0.0,0.0,0.0,0.0,0.0,0.0,0.04014196405616903,0.0,0.0,0.014913693497452698,0.0,0.01410430218047754,0.0,0.0,0.0,0.0,0.0595091011593056,0
0.0,0.0,0.003603862683427815,0.02371365701287048,0.09283728548312314,0.028978080826204605,0.011378716933631513,0.055303039973220884,0.003668422583056,0.012056167104844593,0.05376116965888435,0.04467521802513197,0.0,0.00786848183794527,0.030264864192935094,0.007189547506489053,0.02649531065317109,0.009673073990843944,0.01276507574445553,0.04728666853365369,0.007099631460717036,0.03675600910223899,0.0,0.004438543725934318,0.054502586007192884,0.026954491596693882,0.02267994609744144,0.0252270387839947,0.0,0.0,0.012453061865753744,0.01463639030491672,0.09207468164025427,0.016879506451476938,0.0,0.014922196198976091,0.0,0.008324732807943672,0.0049740653996586965,0.06521255678539381,0.05474710564056074,0.0072442795127967185,0.059468762672323885,0.0,0.012498065011681648,0.03612984604355586,0.0535154171509006,0.06037357524475408,0.016973017319523918,0.026366019586038084,0
0.0,0.005209266756491953,0.0,0.02554115998056597,0.0,0.008917511095100285,0.00817041503180275,0.0463283271473634,0.011853393344514691,0.012985280701755357,0.03746748619508269,0.0037013948094495037,0.016542296593939233,0.025424609116771267,0.028522583864101024,0.019359032534654198,0.1034472881230652,0.0,0.022914702807207043,0.010913750478202795,0.0,0.03958862642813382,0.0,0.15775986494486308,0.025158364610776262,0.014515875423439054,0.02791746936909899,0.0,0.0,0.0,0.0,0.03941087472431898,0.0,0.009090166363546929,0.0,0.016072181535415862,0.0,0.004483140924399707,0.0,0.08300876993683941,0.10613918592072287,0.0117038444479391,0.014233721760097594,0.0,0.0403837009708316,0.023348524709727415,0.10292786664000857,0.004064143140933729,0.02742157507437117,0.10294248897394308,0
0.0,0.0,0.0,0.032559576158827985,0.0,0.0454717611680967,0.0,0.0,0.08058970198376374,0.0,0.0,0.0,0.0,0.04321466461590223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04276212404862911,0.0,0.035588867959660465,0.07917141852450021,0.0,0.0,0.0,0.040192422835889016,0.0,0.04635215694753487,0.0,0.0,0.0,0.0,0.0,0.0,0.040090373343074484,0.07957293820509401,0.0,0.0,0.0,0.0,0.041987602320721684,0.0,0.0,0.0,0
0.013482336181307534,0.0,0.011419083416801614,0.06574603971275662,0.0,0.013117002159729956,0.024036157729466,0.06814555774228702,0.011623645838845226,0.012733594474450105,0.040081391410625535,0.03266687522457165,0.03244333354685579,0.0,0.011987034439689844,0.0,0.010494023672638266,0.015324895605245328,0.013482336181307534,0.021404431059543292,0.011247831979181569,0.0,0.0,0.028127653857975103,0.0,0.0427035676769135,0.010266135418936312,0.011419083416801614,0.0,0.0,0.0,0.011594098922058592,0.0,0.013370965345752531,0.02052117093318286,0.0,0.0,0.026377480694152536,0.0157606636846953,0.028176874162609982,0.0,0.011476995562518306,0.0,0.0,0.0198004834608817,0.0,0.0,0.0,0.0,0.020885630465783026,0
0.008294454008746895,0.0,0.0035125612115362538,0.06356043989212327,0.012338906509391446,0.0,0.007393629789118158,0.0778584070605448,0.017877427644537827,0.003916910701306848,0.05239916606672769,0.04689289337821171,0.01995942946207806,0.08052596020368748,0.029498123922802245,0.021022215260241738,0.0,0.028284039222250125,0.04976672405248137,0.02304434606760605,0.1280156895811172,0.007961071106479029,0.0,0.02163048081592753,0.022766485338589857,0.026271617421663968,0.04105282015493387,0.042150734538435056,0.004252973745739211,0.0,0.0242751435983696,0.0427967611793599,0.01631673284038606,0.0,0.0,0.03393635525232401,0.0,0.004056915610582244,0.004848050750332003,0.06067132898793585,0.014229366403716784,0.021182251481879633,0.057962160995040035,0.0,0.027408228345552618,0.0352145203464473,0.007451377076515892,0.025744272199098382,0.020678771472567036,0.0032122567449085764,0
0.007388692064751681,0.012597698169173244,0.05632175381510876,0.1183863984675201,0.014655315550609612,0.0251596763080676,0.0691555060522463,0.05868601368107695,0.022295274733032718,0.03489180479699732,0.049422842823679085,0.029837247603851837,0.0,0.034158310425373456,0.05255380376420905,0.01872657017725947,0.031630579164508316,0.008398465446115496,0.007388692064751681,0.01173021854620705,0.024656488541047263,0.010637572319287384,0.0,0.011561047547641002,0.0676012145730686,0.05265614887678123,0.03094368939998684,0.018773917938369588,0.0037885451331217865,0.007185651327203954,0.0324364136602908,0.04447720178902756,0.036337326825038194,0.02564680221356682,0.005623083818501709,0.0,0.007236993467299791,0.054208450877536736,0.004318639185980996,0.05661958187577047,0.019013259918503687,0.028303695446263055,0.06597504018019879,0.0,0.021702422051825033,0.047053593902645664,0.016594199756447645,0.1081125926142917,0.03315713537608179,0.03719917991567456,0
0.021078386189344253,0.023959057505671708,0.0,0.08810387565197916,0.02090426818408987,0.0,0.01878915524418192,0.015219897076163847,0.0,0.0,0.015665887495276358,0.0,0.0,0.01948929668232759,0.0,0.0,0.0,0.09583623002268683,0.08431354475737701,0.016731924570378632,0.0,0.0,0.0,0.04397498643006685,0.0,0.016690770038888882,0.0321003072646211,0.017852681237943896,0.0,0.0,0.0,0.0,0.02073255188318137,0.0,0.0,0.0,0.0,0.0,0.0,0.07341989637664931,0.018080278700136884,0.0,0.0,0.0,0.015478112676897806,0.0,0.018935906268887446,0.0,0.0,0.0,0
0.0,0.0,0.0,0.03684979549328928,0.01049195171250037,0.0,0.0009430366459356283,0.009166726552840909,0.0009120862085182992,0.0,0.0007862783508441632,0.0034177465235732465,0.005091537972974929,0.01858536448210551,0.0009406006467383187,0.0,0.011528255553319863,0.0024050330029524703,0.004231736947277654,0.002519349777332388,0.0017651935659735816,0.013200358431478614,0.0,0.0,0.0,0.0016754353871689426,0.0008055648511847027,0.007168276558171176,0.0,0.0,0.0,0.0,0.011446343132015743,0.0,0.0,0.003710131274612349,0.0,0.0,0.0012367104248707831,0.019898889566376213,0.0009074577947424293,0.000900578829820802,0.0008214344788836098,0.0,0.041173253696119606,0.0,0.0009504021497237123,0.0,0.0,0.011472000298109549,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028109680930519373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.04599845822587719,0.06548389157861917,0.0,0.0,0.0,0.05692644802949862,0.06236238733771581,0.0,0.0,0.0,0.0,0.0,0.05578356817098365,0.0,0.07505320493455085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0649459798214627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0562082328111773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.005109025124726354,0.0029093048788475283,0.0071351165365330935,0.002614938755087638,0.020122854532785988,0.0,0.0013853116649334427,0.010901324676884,0.01895408386954197,0.0017647856032311218,0.0,0.00652045998110772,0.002478340903801072,0.011416645500186841,0.0,0.001466768681851407,0.006985884799664046,0.0012236727718348773,0.0014078141563822722,0.0,0.0,0.008051926662142715,0.0034843510146998994,0.008934977270196452,0.002484607074912593,0.0,0.0,0.008585500706854475,0.005045375212269317,0.002885406645835431,0.00727326219711882,0.0,0.0,0.0,0.0014348278394794806,0.0,0.018392490449014875,0.0037744236657802975,0.002497207817171761,0.01708311810725162,0.0027576304947292893,0.006462395382086097,0.014945375944780175,0.0026353625014915714,0.02211237142659661,0.007313555381255517,0.011360934876555342,0
0.0,0.0,0.0442317231080079,0.0,0.0,0.07621289551348541,0.03491394518492556,0.0754174977117097,0.0,0.04932347058038146,0.0,0.06326743255115848,0.04712586686359479,0.07242989130873655,0.0,0.011030042710881708,0.010162128001754835,0.0,0.013055928813498915,0.05181867675764717,0.0,0.06265582854265299,0.0,0.0,0.0,0.01033824428078728,0.009941447195568564,0.02211586155400395,0.01338883123867964,0.0,0.012736805678571687,0.0,0.0,0.07768848189556535,0.0,0.0,0.0,0.012771618567847448,0.0,0.09095240327958157,0.0447956175613749,0.0,0.030411881120797818,0.0,0.038348502672192405,0.01108592007044438,0.046915516595034665,0.023155946634931732,0.0,0.010112539137110523,0
0.007232709191729262,0.0,0.0,0.002519285654077493,0.10400796928225783,0.0,0.006447196413363103,0.010444925763395757,0.0,0.013662081194325534,0.013438743301534365,0.005841470536572802,0.17404490853744994,0.016718596716605968,0.0064305423783841435,0.018331233060418468,0.0,0.0986539826473306,0.003616354595864631,0.0057412907965732176,0.012067982380626738,0.0069420014996912595,0.0,0.0,0.0,0.017181507843091647,0.0302904363570634,0.003062930210282534,0.007417130113821307,0.0,0.04939145194066877,0.0,0.13872381338478632,0.0,0.0,0.0,0.0,0.003537603656103835,0.0,0.04534714177339488,0.009305935243487566,0.0,0.0,0.0,0.007966598117844524,0.0030706829493960318,0.009746327500675236,0.0096209295291481,0.0,0.0,0
0.0,0.0,0.26146184094275804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26146184094275804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1724683228317669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.004597694642082264,0.0011419644652141336,0.037571012033145404,0.0,0.007870588107540514,0.008413068678026254,0.013629781404239236,0.004649686851280835,0.0,0.009018756307518987,0.004355797435388608,0.04217840653113372,0.0037399565869015187,0.0023975247178390285,0.006834506606869581,0.00839563155385049,0.0030651297613881762,0.0013482998823242155,0.0032108224595539096,0.0,0.0,0.0,0.0,0.004934389407763508,0.005338208313763353,0.007186647991708605,0.0034258933956424,0.0,0.0,0.002630687382401916,0.0011594668759217126,0.0,0.008022973508360145,0.0,0.0,0.0,0.006594694279549929,0.0015761438303910735,0.012210578910772256,0.002313045925319197,0.004591023857670414,0.00837511423806868,0.0,0.001980145663277792,0.004579419799219957,0.0012112540288758036,0.005978349102727906,0.0013445700036997948,0.008354662788582476,0
0.027321996298998518,0.0,0.0,0.0190335077748006,0.0270963029535775,0.02658164576544041,0.0,0.05918450793870149,0.0,0.0,0.060918798477491536,0.0,0.0,0.0,0.0,0.04616489419165913,0.0,0.03105594871529489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02665417088144633,0.0,0.02687372271922012,0.0270963029535775,0.0,0.0,0.0,0.0,0.0,0.0380670155496012,0.023435822045035304,0.0,0.02121420123371881,0.0,0.0,0.02319938102163273,0.024544894298324883,0.024229095351886373,0.0,0.0,0
